index,Unassigned;__;__,k__Archaea;__;__,k__Archaea;p__Aenigmarchaeota;__,k__Archaea;p__Aenigmarchaeota;c__Deep_Sea_Euryarchaeotic_Group(DSEG),k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia,k__Bacteria;__;__,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae,k__Bacteria;p__Acidobacteriota;c__Blastocatellia,k__Bacteria;p__Acidobacteriota;c__Holophagae,k__Bacteria;p__Acidobacteriota;c__Subgroup_22,k__Bacteria;p__Acidobacteriota;c__Subgroup_26,k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia,k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,k__Bacteria;p__Actinobacteriota;c__Actinobacteria,k__Bacteria;p__Actinobacteriota;c__Coriobacteriia,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia,k__Bacteria;p__Bacteroidota;c__Bacteroidia,k__Bacteria;p__Bacteroidota;c__Kapabacteria,k__Bacteria;p__Bacteroidota;c__Rhodothermia,k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia,k__Bacteria;p__Calditrichota;c__Calditrichia,k__Bacteria;p__Campilobacterota;c__Campylobacteria,k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Chloroflexi;c__Chloroflexia,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Chloroflexi;c__TK10,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,k__Bacteria;p__Cyanobacteria;c__Sericytochromatia,k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia,k__Bacteria;p__Dadabacteria;c__Dadabacteriia,k__Bacteria;p__Deferribacterota;c__Deferribacteres,k__Bacteria;p__Dependentiae;c__Babeliae,k__Bacteria;p__Desulfobacterota;c__,k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia,k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria,k__Bacteria;p__Firmicutes;__,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Firmicutes;c__Negativicutes,k__Bacteria;p__Fusobacteriota;c__Fusobacteriia,k__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group,k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes,k__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia,k__Bacteria;p__Latescibacterota;c__Latescibacterota,k__Bacteria;p__Margulisbacteria;c__Margulisbacteria,k__Bacteria;p__Myxococcota;c__Polyangia,k__Bacteria;p__NB1-j;c__NB1-j,k__Bacteria;p__Nitrospinota;c__Nitrospinia,k__Bacteria;p__Nitrospirota;c__Nitrospiria,k__Bacteria;p__Patescibacteria;c__ABY1,k__Bacteria;p__Patescibacteria;c__Gracilibacteria,k__Bacteria;p__Patescibacteria;c__Parcubacteria,k__Bacteria;p__Patescibacteria;c__Saccharimonadia,k__Bacteria;p__Planctomycetota;c__BD7-11,k__Bacteria;p__Planctomycetota;c__OM190,k__Bacteria;p__Planctomycetota;c__Phycisphaerae,k__Bacteria;p__Planctomycetota;c__Pla3_lineage,k__Bacteria;p__Planctomycetota;c__Pla4_lineage,k__Bacteria;p__Planctomycetota;c__Planctomycetes,k__Bacteria;p__Planctomycetota;c__vadinHA49,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B),k__Bacteria;p__Spirochaetota;c__Brachyspirae,k__Bacteria;p__Spirochaetota;c__Leptospirae,k__Bacteria;p__Spirochaetota;c__Spirochaetia,k__Bacteria;p__Sumerlaeota;c__Sumerlaeia,k__Bacteria;p__Synergistota;c__Synergistia,k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae,k__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria,k__Bacteria;p__Verrucomicrobiota;c__Omnitrophia,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,group1
Gi00C1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2938.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,649.0,GillCont
Gi00C2,767.0,2236.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,8.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,28.0,GillCont
Gi00C3,1858.0,654.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,26.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,626.0,350.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,GillCont
Gi00C4,126.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,95.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,1254.0,929.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1971.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,25.0,GillCont
Gi00C5,210.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,2.0,2092.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,55.0,0.0,74.0,0.0,430.0,94.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,GillCont
Gi0I1,60.0,72.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,161.0,103.0,0.0,303.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,1021.0,894.0,67.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2007.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,49.0,GillRes
Gi0I2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,116.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,828.0,1670.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,34.0,GillRes
Gi0I3,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,186.0,2.0,204.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,749.0,1614.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1217.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,39.0,GillRes
Gi0I4,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,221.0,194.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,881.0,1005.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2066.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,28.0,GillRes
Gi0I5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,248.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,708.0,1936.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,15.0,GillRes
Gi4I1,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,501.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,163.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3660.0,GillRes
Gi4I2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,306.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3508.0,GillInf
Gi4I3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,163.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,853.0,1297.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,38.0,GillRes
Gi4I4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,171.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,794.0,1205.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,38.0,GillRes
Gi4I5,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,364.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4185.0,GillRes
Gi7I1,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,28.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,4.0,2.0,0.0,0.0,1264.0,742.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,GillRes
Gi7I2,141.0,12.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,54.0,13.0,0.0,119.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,140.0,55.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,119.0,3391.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,682.0,GillRes
Gi7I3,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,472.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.0,GillRes
Gi7I4,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3646.0,GillRes
Gi7I5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,158.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,653.0,1183.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1173.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,977.0,GillInf
Gi10I1,61.0,95.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,67.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,466.0,2332.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,684.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,246.0,GillRes
Gi10I2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,106.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,810.0,1372.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1278.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,671.0,GillInf
Gi10I3,8.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,330.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892.0,GillInf
Gi10I4,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,122.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,562.0,1865.0,102.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,845.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,629.0,GillRes
Gi10I5,17.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,221.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,723.0,1774.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,367.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,949.0,GillInf
Gi10I6,50.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,113.0,68.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,495.0,1576.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,60.0,754.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1148.0,GillRes
Gi10I7,16.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,22.0,0.0,230.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,241.0,442.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,165.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736.0,GillRes
Gi10I10,23.0,151.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,17.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0.0,43.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,308.0,253.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,317.0,164.0,0.0,79.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2842.0,GillRes
Gi0C1,11.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,130.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4210.0,GillCont
Gi0C2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,87.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,757.0,1675.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1609.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,GillCont
Gi0C3,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,10.0,0.0,969.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,614.0,1640.0,123.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,GillCont
Gi0C4,879.0,263.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.0,0.0,1257.0,0.0,0.0,1.0,0.0,118.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,158.0,0.0,0.0,132.0,0.0,0.0,58.0,0.0,144.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,627.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,192.0,GillCont
Gi0C5,343.0,179.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,126.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,979.0,1031.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1219.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,GillCont
Gi4C1,272.0,87.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,34.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408.0,1069.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,972.0,0.0,60.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,874.0,GillCont
Gi4C2,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,165.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,505.0,2043.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,638.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,134.0,GillCont
Gi4C3,58.0,71.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,18.0,0.0,725.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,373.0,229.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,360.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2736.0,GillCont
Gi4C4,93.0,85.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,141.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,981.0,1480.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,819.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,623.0,GillCont
